Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Attrition
31,2,307,2,29,2,4,3,2,1,2,2,3,3479,11652,0,1,2,0,6,4,5,4,4,1
32,2,1311,2,7,3,2,2,4,1,2,2,2,2794,26062,1,1,3,0,5,1,5,1,3,0
38,1,1327,3,2,2,2,4,2,2,8,4,2,5249,19682,3,1,4,1,13,3,8,7,5,0
32,3,128,2,2,1,6,4,2,2,2,1,3,2176,19737,4,1,4,0,9,3,6,2,4,0
46,3,488,3,2,3,6,3,1,4,3,2,2,16872,14977,3,2,2,1,28,2,7,7,7,0
28,3,529,2,2,4,2,1,3,1,2,3,3,3485,14935,2,1,3,0,5,1,0,0,0,1
29,3,1210,3,2,3,4,1,2,2,8,2,2,6644,3687,2,1,2,2,10,3,0,0,0,0
31,3,1463,2,23,3,4,2,2,2,1,4,2,5582,14408,0,1,2,1,10,3,9,0,8,0
25,1,675,2,5,2,2,2,4,2,1,1,1,4000,18384,1,1,4,2,6,3,6,3,5,0
45,3,1385,2,20,2,4,3,3,4,1,4,2,13496,7501,0,2,2,0,21,3,20,7,10,0
36,3,1403,2,6,3,2,4,3,1,2,4,2,3210,20251,0,1,3,1,16,3,15,13,11,0
55,3,452,2,1,3,4,4,3,5,3,1,3,19045,18938,0,2,3,0,37,3,36,10,13,0
47,1,666,2,29,4,2,1,3,3,3,2,2,11849,10268,1,2,4,1,10,2,10,7,9,1
28,3,1158,2,9,3,4,4,3,1,7,4,2,2070,2613,1,1,4,1,5,2,5,2,4,0
37,3,228,3,6,4,4,3,3,2,8,4,2,6502,22825,4,1,2,1,7,4,5,4,1,0
21,3,996,2,3,2,4,4,2,1,7,3,3,3230,10531,1,1,1,0,3,4,3,2,0,0
37,1,728,2,1,4,4,1,3,3,6,4,1,13603,11677,2,2,1,2,15,3,5,2,2,0
35,3,1315,2,22,3,2,2,4,3,3,2,1,11996,19100,7,1,2,1,10,2,7,7,2,0
38,3,322,3,7,2,4,1,4,2,8,1,1,5605,19191,1,2,3,1,8,3,8,0,7,0
26,2,1479,2,1,3,2,3,3,2,5,2,1,6397,26767,1,1,1,1,6,1,6,5,4,0
50,3,797,2,4,1,2,1,3,5,6,2,1,19144,15815,3,1,1,2,28,2,10,4,6,0
53,3,1070,2,3,4,4,3,3,4,6,3,2,17584,21016,3,2,4,3,21,2,5,3,3,0
42,3,635,3,1,1,2,2,3,2,8,3,2,4907,24532,1,1,3,0,20,3,20,16,6,0
29,2,442,3,2,2,2,2,3,2,8,4,3,4554,20260,1,1,1,0,10,2,10,7,9,0
55,3,147,2,20,2,6,2,3,2,2,4,2,5415,15972,3,2,4,1,12,3,10,7,8,0
26,2,496,2,11,2,4,1,3,2,1,1,2,4741,22722,1,2,3,1,5,3,5,3,3,0
37,3,1372,2,1,3,2,4,3,1,7,4,3,2115,15881,1,1,2,0,17,3,17,12,7,0
44,2,920,2,24,3,2,4,3,1,2,3,1,3161,19920,3,2,4,1,19,1,1,0,0,1
38,3,688,2,23,4,2,4,3,2,1,4,1,5745,18899,9,1,2,1,10,3,2,2,2,0
26,3,1449,2,16,4,4,1,3,1,2,2,1,2373,14180,2,2,4,1,5,3,3,2,2,1
28,3,1117,2,8,2,2,4,3,1,7,4,3,3310,4488,1,1,4,0,5,3,5,3,2,0
49,2,636,2,10,4,2,3,3,5,6,1,3,18665,25594,9,2,4,0,22,3,3,2,2,0
36,3,506,2,3,3,6,3,3,2,7,2,3,4485,26285,4,1,4,0,10,3,8,0,7,0
31,2,444,3,5,3,3,4,3,1,9,2,1,2789,3909,1,1,3,1,2,2,2,2,2,0
26,3,950,3,4,4,3,4,2,2,8,4,3,5828,8450,1,2,2,0,8,3,8,7,4,1
37,2,889,2,9,3,4,2,3,1,7,4,2,2326,11411,1,2,3,3,4,2,4,2,2,0
42,2,555,3,26,3,3,3,3,4,8,2,2,13525,14864,5,1,4,1,23,4,20,4,8,0
18,3,230,2,3,3,2,3,3,1,2,3,3,1420,25233,1,1,3,0,0,3,0,0,0,1
35,3,1232,3,16,3,3,3,3,3,8,2,2,8020,5100,0,1,3,2,12,2,11,9,9,0
36,2,566,2,18,4,2,3,4,1,2,4,2,3688,7122,4,1,4,2,4,3,1,0,0,0
51,3,1302,2,2,3,4,4,1,2,5,2,1,5482,16321,5,1,4,1,13,3,4,1,2,0
41,3,334,3,2,4,2,4,3,4,3,2,3,16015,15896,1,1,2,0,22,3,22,10,4,0
18,3,812,3,10,3,4,4,2,1,9,3,3,1200,9724,1,1,1,0,0,3,0,0,0,0
28,3,1476,2,16,2,4,2,4,2,1,1,3,5661,4824,0,1,3,0,9,3,8,3,7,0
31,3,218,3,7,3,6,2,4,2,8,4,2,6929,12241,4,1,2,1,10,2,8,7,7,0
39,3,1132,2,1,3,4,3,4,3,1,4,1,9613,10942,0,1,1,3,19,2,18,10,7,0
36,1,1105,2,24,4,2,2,3,2,2,2,2,5674,6927,7,1,3,1,11,3,9,8,8,0
32,3,906,3,7,3,2,4,2,2,8,3,2,5484,16985,1,1,3,1,13,2,13,8,8,0
38,3,849,2,25,2,2,1,2,3,6,2,2,12061,26707,3,1,3,1,19,3,10,8,1,0
58,1,390,2,1,4,2,4,1,2,1,3,1,5660,17056,2,2,4,1,12,3,5,3,2,0
31,3,691,2,5,4,6,3,3,1,7,4,2,4821,10077,0,2,3,1,6,3,5,2,3,0
31,3,106,1,2,3,1,1,2,2,4,1,2,6410,17822,3,1,4,0,9,3,2,2,0,0
45,2,1249,2,7,3,2,1,3,3,2,1,1,5210,20308,1,1,1,1,24,3,24,9,11,0
31,3,192,2,2,4,2,3,3,1,7,4,1,2695,7747,0,2,2,1,3,1,2,2,2,0
33,2,553,2,5,4,2,4,3,3,3,2,2,11878,23364,6,1,2,2,12,3,10,6,8,0
39,3,117,2,10,1,4,3,3,4,3,1,2,17068,5355,1,2,4,0,21,3,21,9,10,0
43,2,185,2,10,4,2,3,3,1,2,4,3,2455,10675,0,1,1,0,9,3,8,7,7,0
49,3,1091,2,1,2,6,3,2,4,1,3,3,13964,17810,7,2,4,0,25,3,7,1,7,0
52,3,723,2,8,4,4,3,2,2,7,2,2,4941,17747,2,1,1,0,11,2,8,2,7,1
27,3,1220,2,5,3,2,3,3,1,7,2,3,2478,20938,1,2,2,0,4,2,4,3,2,0
32,3,588,3,8,2,6,3,2,2,8,2,2,5228,24624,1,2,4,0,13,3,13,12,9,0
27,3,1377,3,2,3,2,4,3,2,8,3,3,4478,5242,1,2,1,0,5,3,5,4,4,0
31,3,691,3,7,3,3,4,3,2,8,4,1,7547,7143,4,1,4,3,13,3,7,7,7,0
32,3,1018,2,2,4,4,1,4,2,7,4,3,5055,10557,7,1,3,0,10,2,7,7,7,0
28,3,1157,2,2,4,4,1,1,1,7,4,2,3464,24737,5,2,4,0,5,2,3,2,2,1
30,3,1275,2,28,2,4,4,3,2,7,4,2,5775,11934,1,1,4,2,11,3,10,8,9,0
31,2,798,2,7,2,2,3,2,3,5,3,2,8943,14034,1,1,1,1,10,3,10,9,9,0
39,2,672,2,7,2,4,3,2,5,3,4,2,19272,21141,1,1,1,1,21,3,21,9,3,0
39,3,1162,3,3,2,4,4,3,2,8,3,2,5238,17778,4,2,1,0,12,2,1,0,0,1
33,2,508,3,10,3,3,2,2,2,8,4,3,4682,4317,3,1,3,0,9,2,7,7,1,0
47,3,1482,2,5,5,2,4,3,5,6,3,2,18300,16375,4,1,2,1,21,3,3,2,1,0
43,2,559,2,10,4,2,3,2,2,2,3,1,5257,6227,1,1,2,1,9,4,9,7,0,0
27,1,210,3,1,1,3,3,3,2,8,2,2,6349,22107,0,2,4,1,6,3,5,4,4,0
54,2,928,2,20,4,2,4,3,2,7,3,3,4869,16885,3,1,4,0,20,2,4,3,3,0
43,3,1001,2,7,3,2,3,3,3,1,1,2,9985,9262,8,1,1,1,10,2,1,0,0,0
45,3,549,2,8,4,5,4,3,2,7,4,2,3697,9278,9,1,1,2,12,3,10,9,8,0
40,3,1124,3,1,2,4,2,1,2,8,4,2,7457,13273,2,2,3,3,6,2,4,3,2,0
29,3,318,2,8,4,5,2,1,1,2,1,2,2119,4759,1,2,4,0,7,2,7,7,7,1
29,3,738,2,9,5,5,2,2,1,2,4,3,3983,7621,0,1,3,0,4,3,3,2,2,0
30,3,570,3,5,3,3,4,2,2,8,3,1,6118,5431,1,1,3,3,10,3,10,9,2,0
27,3,1130,3,8,4,3,2,3,2,8,2,2,6214,3415,1,1,1,1,8,3,8,7,7,0
37,3,1192,2,5,2,4,4,3,2,5,4,1,6347,23177,7,1,3,2,8,2,6,2,4,0
38,3,343,2,15,2,2,3,2,3,6,4,1,11510,15682,0,2,2,1,12,3,11,10,9,0
31,3,1232,2,7,4,4,3,3,3,5,4,3,7143,25713,1,2,3,0,11,2,11,9,10,0
29,3,144,3,10,1,3,4,2,2,8,2,1,8268,11866,1,2,1,2,7,3,7,7,7,0
35,3,1296,2,5,4,6,3,3,3,5,2,3,8095,18264,0,1,4,0,17,3,16,6,13,0
23,3,1309,2,26,1,2,3,3,1,7,4,1,2904,16092,1,1,3,2,4,2,4,2,2,0
41,3,483,2,6,3,4,4,2,2,5,2,3,6032,10110,6,2,4,0,8,3,5,4,2,0
47,2,1309,3,4,1,4,2,3,2,9,3,3,2976,25751,3,1,1,0,5,3,0,0,0,0
42,3,810,2,23,5,2,1,3,4,6,4,3,15992,15901,2,1,2,0,16,3,1,0,0,0
29,1,746,3,2,3,2,4,3,2,8,3,2,4649,16928,1,1,1,1,4,2,4,3,2,0
42,3,544,1,2,1,6,3,3,1,4,3,1,2696,24017,0,2,3,1,4,3,3,2,0,0
32,3,1062,2,2,3,4,3,3,1,2,2,2,2370,3956,1,1,3,1,8,3,8,0,7,0
48,3,530,3,29,1,4,1,3,3,3,3,2,12504,23978,3,1,2,1,15,1,0,0,0,0
37,3,1319,2,6,3,4,3,4,2,7,1,1,5974,17001,4,2,1,2,13,3,7,7,7,0
30,1,641,3,25,2,6,4,3,2,8,3,2,4736,6069,7,2,2,1,4,4,2,2,2,0
26,3,933,3,1,3,2,3,3,2,8,3,2,5296,20156,1,1,2,1,8,3,8,7,7,0
42,3,1332,2,2,4,5,1,2,2,1,4,3,6781,17078,3,1,2,0,14,3,1,0,0,0
21,2,756,3,1,1,6,1,2,1,9,2,3,2174,9150,1,2,3,0,3,3,3,2,2,1
36,1,845,3,1,5,4,4,3,2,8,4,3,6653,15276,4,1,2,0,7,3,1,0,0,0
36,2,541,3,3,4,4,1,2,3,8,4,2,9699,7246,4,1,1,1,16,3,13,9,12,0
57,3,593,2,1,4,4,4,3,2,1,3,2,6755,2967,2,1,3,0,15,3,3,2,2,0
40,3,1171,2,10,4,2,4,4,1,2,3,2,2213,22495,3,2,3,1,10,3,7,7,7,0
21,1,895,3,9,2,4,1,3,1,9,4,3,2610,2851,1,1,3,0,3,2,3,2,2,0
33,3,350,3,5,3,3,4,3,1,9,3,3,2851,9150,1,2,2,0,1,3,1,0,0,1
37,3,921,2,10,3,4,3,3,1,2,1,2,3452,17663,6,1,2,1,17,3,5,4,3,0
46,1,1144,2,7,4,4,3,3,2,5,3,2,5258,16044,2,1,3,0,7,4,1,0,0,0
41,2,143,3,4,3,3,1,3,2,8,2,3,9355,9558,1,1,3,0,8,3,8,7,7,1
50,3,1046,2,10,3,6,4,2,3,1,4,3,10496,2755,6,1,4,0,20,3,4,3,3,0
40,3,575,3,22,2,3,3,2,2,8,3,2,6380,6110,2,2,1,2,8,3,6,4,0,1
31,3,408,2,9,4,2,3,2,1,7,2,3,2657,7551,0,2,4,0,3,3,2,2,2,0
21,3,156,3,12,3,2,3,4,1,9,2,3,2716,25422,1,1,4,0,1,3,1,0,0,1
29,3,1283,2,23,3,2,4,3,1,7,4,3,2201,18168,9,1,4,0,6,3,3,2,2,0
35,3,755,2,9,4,2,3,2,2,1,2,3,6540,19394,9,1,3,0,10,3,1,1,0,0
27,3,1469,2,1,2,4,4,3,1,2,2,1,3816,17881,1,1,2,1,5,3,5,2,4,0
28,3,304,3,9,4,2,2,3,2,8,4,3,5253,20750,1,1,4,0,7,3,7,5,7,0
49,3,1261,2,7,3,5,2,2,3,1,3,3,10965,12066,8,1,3,0,26,3,5,2,0,0
51,3,1178,3,14,2,2,3,3,2,8,4,2,4936,14862,4,1,3,1,18,2,7,7,7,0
36,3,329,2,2,3,2,4,3,1,7,3,2,2543,11868,4,1,2,1,6,3,2,2,2,0
34,1,1362,3,19,3,3,1,4,2,8,4,3,5304,4652,8,2,2,0,9,2,5,2,4,1
55,3,1311,2,2,3,2,3,3,4,3,4,3,16659,23258,2,2,3,0,30,3,5,4,2,0
24,3,1371,3,10,4,3,4,3,2,8,3,1,4260,5915,1,2,4,1,5,4,5,2,3,0
30,3,202,3,2,1,6,3,3,1,9,2,2,2476,17434,1,1,1,1,1,3,1,0,0,0
26,2,575,2,3,1,6,3,3,1,7,1,3,3102,6582,0,1,3,0,7,3,6,4,4,1
22,3,253,2,11,3,4,1,3,1,7,2,2,2244,24440,1,1,4,1,2,3,2,1,2,0
36,3,164,3,2,2,4,2,2,3,8,3,2,7596,3809,1,1,2,2,10,3,10,9,0,0
30,2,464,2,4,3,6,3,3,1,7,4,3,2285,3427,9,2,3,0,3,3,1,0,0,1
37,3,1107,2,14,3,2,4,3,1,2,1,1,3034,26914,1,1,3,1,18,2,18,7,17,0
40,3,759,3,2,2,3,4,3,2,8,2,1,5715,22553,7,1,3,2,8,3,5,4,3,0
42,3,201,2,1,4,2,2,3,1,2,1,1,2576,20490,3,1,2,1,8,3,5,2,2,0
37,3,1305,2,10,4,2,3,3,2,5,2,3,4197,21123,2,2,4,0,18,2,1,0,1,0
43,3,982,2,12,3,2,1,2,4,6,2,1,14336,4345,1,1,3,1,25,3,25,10,9,0
40,3,555,2,2,3,4,2,2,2,2,3,2,3448,13436,6,1,2,1,20,3,1,0,0,0
54,3,821,2,5,2,4,1,3,5,6,1,2,19406,8509,4,1,3,1,24,2,4,2,2,0
34,1,1381,3,4,4,3,3,3,2,8,3,2,6538,12740,9,1,1,1,6,3,3,2,2,0
31,3,480,2,7,2,4,2,3,2,5,1,2,4306,4156,1,1,2,1,13,1,13,10,12,0
43,2,313,2,21,3,4,4,3,1,2,4,2,2258,15238,7,1,1,1,8,3,3,2,2,0
43,3,1473,2,8,4,5,3,3,2,1,3,1,4522,2227,4,2,4,0,8,3,5,2,2,0
25,3,891,3,4,2,2,2,2,2,8,4,3,4487,12090,1,2,2,0,5,3,5,4,3,0
37,1,1063,2,25,5,4,2,3,2,7,3,2,4449,23866,3,2,1,2,15,3,13,11,7,0
31,3,329,2,1,2,2,4,2,1,2,1,2,2218,16193,1,1,3,1,4,3,4,2,2,0
39,2,1218,2,1,1,2,2,3,5,3,3,1,19197,8213,1,2,3,1,21,3,21,8,6,0
56,2,906,3,6,3,2,3,4,4,8,1,2,13212,18256,9,1,4,3,36,2,7,7,7,0
30,3,1082,3,12,3,6,2,3,2,8,3,3,6577,19558,0,1,2,0,6,3,5,4,4,0
41,3,645,3,1,3,3,2,4,3,8,1,2,8392,19566,1,1,3,1,10,3,10,7,7,0
28,3,1300,2,17,2,4,3,3,2,2,1,1,4558,13535,1,1,4,1,10,3,10,0,8,0
25,3,688,2,3,3,4,1,3,1,2,1,2,4031,9396,5,1,3,1,6,3,2,2,2,1
52,3,319,2,3,3,4,4,2,3,5,3,2,7969,19609,2,2,3,0,28,3,5,4,4,0
45,3,192,2,10,2,2,1,3,1,7,4,2,2654,9655,3,1,4,2,8,2,2,2,2,0
52,3,1490,2,4,2,2,4,3,4,3,4,2,16555,10310,2,1,4,0,31,1,5,2,4,0
42,2,532,2,29,2,2,1,3,2,7,3,1,4556,12932,2,1,2,1,19,3,5,4,2,0
30,3,317,2,2,3,2,3,1,2,5,4,3,6091,24793,2,1,3,0,11,3,5,4,2,0
60,3,422,2,7,3,2,1,3,5,3,1,2,19566,3854,5,1,4,0,33,1,29,8,10,0
46,3,1485,2,18,3,4,3,3,2,5,3,1,4810,26314,2,1,3,1,19,2,10,7,8,0
42,2,1368,2,28,4,6,4,2,2,1,4,2,4523,4386,0,1,4,3,7,4,6,5,4,0
24,3,1448,3,1,1,6,1,3,1,9,2,3,3202,21972,1,2,2,0,6,3,5,3,4,1
34,2,296,3,6,2,3,4,1,1,9,3,1,2351,12253,0,1,4,1,3,2,2,2,0,1
38,2,1490,2,2,2,2,4,3,1,2,4,2,1702,12106,1,2,3,1,1,3,1,0,0,0
40,3,1398,3,2,4,2,3,3,5,3,3,2,18041,13022,0,1,4,0,21,3,20,15,12,0
26,3,1349,2,23,3,2,1,3,1,7,4,1,2886,3032,1,1,2,2,3,1,3,2,2,0
30,1,1400,2,3,3,2,3,3,1,2,4,2,2097,16734,4,1,3,1,9,1,5,3,4,0
29,3,986,2,3,4,4,2,2,3,6,3,2,11935,21526,1,1,3,0,10,3,10,2,7,0
29,3,408,2,25,5,6,3,2,1,7,2,2,2546,18300,5,1,2,0,6,4,2,2,1,1
19,3,489,1,2,2,6,1,2,1,4,4,3,2564,18437,1,1,3,0,1,4,1,0,0,1
30,1,1398,3,22,4,5,3,3,3,8,1,2,8412,2890,0,1,3,0,10,3,9,8,8,0
57,3,210,3,29,3,3,1,2,4,3,4,1,14118,22102,3,1,3,1,32,2,1,0,0,0
50,3,1099,2,29,4,2,2,2,4,3,3,2,17046,9314,0,1,2,1,28,3,27,10,7,0
30,1,1116,2,2,3,4,3,3,1,2,4,3,2564,7181,0,1,3,0,12,2,11,7,7,0
60,2,1499,3,28,3,3,3,2,3,8,1,2,10266,2845,4,1,4,0,22,4,18,13,11,0
47,3,983,2,2,2,4,1,3,2,5,4,1,5070,7389,5,1,3,3,20,3,5,0,4,0
46,3,1009,2,2,3,2,1,3,4,6,3,2,17861,2288,6,1,3,0,26,1,3,2,1,0
35,3,144,2,22,3,2,4,1,1,2,3,3,4230,19225,0,1,3,0,6,3,5,4,3,0
54,3,548,2,8,4,2,3,3,2,2,3,3,3780,23428,7,1,3,0,19,3,1,0,0,0
34,3,1303,2,2,4,2,4,2,1,7,3,1,2768,8416,3,1,3,1,14,3,7,3,7,0
46,3,1125,3,10,3,3,3,2,3,8,4,2,9071,11563,2,2,3,1,15,3,3,2,2,0
31,3,1274,2,9,1,2,3,3,3,5,2,1,10648,14394,1,1,4,1,13,4,13,8,8,0
33,3,1277,2,15,1,4,2,3,3,3,3,2,13610,24619,7,2,4,0,15,4,7,6,7,1
33,3,587,2,10,1,4,1,1,1,2,4,1,3408,6705,7,1,1,3,8,3,4,3,3,1
30,3,413,3,7,1,3,4,3,1,9,2,3,2983,18398,0,1,1,0,4,3,3,2,2,0
35,3,1276,2,16,3,2,4,3,3,1,3,2,7632,14295,4,2,3,0,10,3,8,7,0,0
31,2,534,2,20,3,2,1,3,3,1,3,2,9824,22908,3,1,1,0,12,3,1,0,0,1
34,2,988,1,23,3,1,2,3,3,4,1,1,9950,11533,9,2,3,3,11,3,3,2,2,1
42,2,1474,2,5,2,5,2,3,1,2,3,2,2093,9260,4,1,4,1,8,3,2,2,0,0
36,1,635,3,10,4,4,2,3,3,8,4,3,9980,15318,1,1,4,0,10,2,10,3,7,0
22,2,1368,2,4,1,6,3,2,1,2,3,3,3894,9129,5,1,3,0,4,3,2,2,2,1
48,3,163,3,2,5,3,2,3,2,8,4,2,4051,19658,2,1,1,1,14,3,9,7,7,0
55,3,1117,3,18,5,2,1,3,4,3,2,3,16835,9873,3,1,4,0,37,3,10,9,7,0
41,1,267,3,10,2,2,4,3,2,8,4,3,6230,13430,7,1,4,0,16,3,14,3,10,0
35,3,619,3,1,3,3,2,3,2,8,3,2,4717,18659,9,1,3,0,15,3,11,9,9,0
40,3,302,2,6,3,2,2,3,4,5,3,3,13237,20364,7,1,3,0,22,3,20,6,13,0
39,2,443,2,8,1,2,3,3,1,2,3,2,3755,17872,1,1,1,1,8,3,8,3,7,0
31,3,828,3,2,1,2,2,3,2,8,4,3,6582,8346,4,2,3,0,10,4,6,5,5,0
42,3,319,2,24,3,4,4,3,3,5,1,2,7406,6950,1,2,4,1,10,2,10,9,8,0
45,3,561,3,2,3,5,4,3,2,8,2,2,4805,16177,0,1,2,1,9,4,8,7,7,0
26,2,426,1,17,4,2,2,3,1,4,3,1,2741,22808,0,2,2,1,8,2,7,7,0,1
29,3,232,2,19,3,6,4,3,2,5,4,1,4262,22645,4,1,2,2,8,4,3,2,2,0
33,3,922,2,1,5,4,1,4,4,6,3,1,16184,22578,4,1,3,1,10,3,6,1,5,0
31,3,688,3,7,3,2,3,2,3,3,4,1,11557,25291,9,1,3,1,10,2,5,4,1,0
18,2,1306,3,5,3,3,2,3,1,9,2,3,1878,8059,1,2,4,0,0,3,0,0,0,1
40,1,1094,3,28,3,5,3,1,3,8,1,1,10932,11373,3,1,3,1,20,3,1,0,1,0
41,1,509,2,2,4,5,1,2,2,1,3,3,6811,2112,2,2,1,0,10,3,8,7,7,0
26,3,775,3,29,2,4,1,3,2,8,3,1,4306,4267,5,1,1,2,8,3,0,0,0,0
35,3,195,3,1,3,4,1,3,2,8,3,3,4859,6698,1,1,4,0,5,3,5,4,3,0
34,3,258,3,21,4,2,4,4,2,8,4,3,5337,19921,1,1,4,0,10,3,10,7,7,0
26,3,471,2,24,3,6,3,1,1,2,4,3,2340,23213,1,2,2,0,1,1,1,0,0,1
37,3,799,2,1,3,6,2,3,3,5,4,3,7491,23848,4,1,4,0,12,4,6,5,2,0
46,2,1034,2,18,1,4,1,3,3,1,3,2,10527,8984,5,1,4,0,28,2,2,2,2,0
41,3,1276,3,2,5,2,2,3,4,3,1,2,16595,5626,7,1,2,1,22,3,18,16,8,0
37,1,142,3,9,4,4,1,3,3,8,2,1,8834,24666,1,1,4,1,9,3,9,5,7,0
52,3,956,2,6,2,6,4,3,2,7,1,1,5577,22087,3,2,2,2,18,3,10,9,9,0
32,1,1474,3,11,4,5,4,4,2,8,3,2,4707,23914,8,1,4,0,6,3,4,2,2,1
24,2,535,3,24,3,4,4,3,1,9,4,2,2400,5530,0,1,3,2,3,3,2,2,1,0
38,3,1495,2,10,3,4,3,3,2,1,3,2,9824,22174,3,1,3,1,18,3,1,0,0,0
37,3,446,2,1,4,2,2,3,2,5,2,2,6447,15701,6,1,2,1,8,2,6,5,3,0
49,3,1245,2,18,4,2,4,2,5,6,3,1,19502,2125,1,2,3,1,31,3,31,9,9,0
24,3,691,2,23,3,4,2,4,1,7,4,2,2725,21630,1,2,2,2,6,3,6,5,4,0
26,3,703,3,28,2,3,1,3,2,8,2,2,6272,7428,1,1,4,2,6,4,5,3,4,0
24,3,823,2,17,2,5,4,2,1,2,2,2,2127,9100,1,1,4,1,1,3,1,0,0,0
50,2,1246,1,3,3,4,1,3,5,3,2,2,18200,7999,1,1,3,1,32,3,32,5,7,0
25,3,622,3,13,1,4,2,3,1,9,3,2,2096,26376,1,1,3,0,7,3,7,4,6,0
24,2,1287,2,7,3,2,1,3,1,2,3,2,2886,14168,1,2,4,1,6,3,6,3,2,1
30,2,448,3,12,4,2,2,2,1,9,1,2,2033,14470,1,1,3,1,1,4,1,0,0,1
34,3,254,2,1,2,2,2,2,1,7,4,2,3622,22794,1,2,4,1,6,3,6,5,3,0
31,3,1365,3,13,4,4,2,3,2,8,1,1,4233,11512,2,1,3,0,9,1,3,1,2,1
35,3,538,2,25,2,5,1,2,2,2,4,3,3681,14004,4,1,4,0,9,3,3,2,2,0
31,3,525,3,6,4,4,1,4,2,8,4,1,5460,6219,4,1,4,2,13,4,7,7,7,0
27,3,798,2,6,4,4,1,2,1,7,3,1,2187,5013,0,1,3,2,6,2,5,3,3,0
37,3,558,3,2,3,3,4,3,2,8,3,2,9602,3010,4,2,3,1,17,2,3,0,0,0
20,3,959,2,1,3,2,4,2,1,7,2,3,2836,11757,1,1,4,0,1,4,1,0,0,0
42,3,622,2,2,4,2,3,3,2,1,4,2,4089,5718,1,1,2,2,10,3,10,2,2,0
43,3,782,2,6,4,5,2,2,4,6,4,1,16627,2671,4,2,3,1,21,2,1,0,0,0
38,3,362,2,1,1,2,3,3,1,7,1,3,2619,14561,3,1,4,0,8,2,0,0,0,0
43,2,1001,2,9,5,4,4,3,2,2,3,1,5679,19627,3,2,2,1,10,3,8,7,7,0
48,3,1236,2,1,4,2,4,2,4,3,1,2,15402,17997,7,1,1,1,21,1,3,2,2,0
44,3,1112,1,1,4,2,1,2,2,4,3,3,5985,26894,4,1,2,0,10,4,2,2,2,0
34,3,204,3,14,3,6,3,3,1,9,3,1,2579,2912,1,2,4,2,8,3,8,2,6,0
27,3,1420,3,2,1,3,3,3,1,9,1,1,3041,16346,0,1,2,1,5,3,4,3,2,1
21,3,1343,3,22,1,6,3,3,1,9,3,3,3447,24444,1,1,3,0,3,3,3,2,2,0
44,3,1315,2,3,4,5,4,3,5,3,4,2,19513,9358,4,2,1,1,26,4,2,2,1,0
22,3,604,2,6,1,4,1,3,1,7,3,2,2773,12145,0,1,4,0,3,3,2,2,2,0
33,3,1216,3,8,4,3,3,3,2,8,3,1,7104,20431,0,1,4,0,6,3,5,0,2,0
32,3,646,2,9,4,2,1,3,2,7,4,2,6322,18089,1,2,4,1,6,2,6,4,5,0
30,2,160,2,3,3,4,3,3,1,7,3,1,2083,22653,1,1,3,1,1,3,1,0,0,0
53,3,238,3,1,1,4,4,3,2,8,1,3,8381,7507,7,1,4,0,18,4,14,7,10,0
34,3,1397,2,1,5,2,2,3,1,7,4,2,2691,7660,1,1,4,1,10,2,10,9,8,0
45,2,306,3,26,4,2,1,3,2,8,1,2,4286,5630,2,1,4,2,5,3,1,1,0,1
26,3,991,2,6,3,2,3,3,1,2,4,2,2659,17759,1,2,3,1,3,3,3,2,2,0
37,3,482,2,3,3,5,3,3,3,5,3,2,9434,9606,1,1,3,1,10,3,10,7,8,0
29,3,1176,3,3,2,4,2,3,2,8,3,2,5561,3487,1,1,1,1,6,2,6,0,2,0
35,3,1017,2,6,4,2,2,1,2,7,4,3,6646,19368,1,1,2,0,17,3,17,11,8,0
33,2,1296,2,6,3,2,3,3,2,1,4,1,7725,5335,3,1,3,1,15,1,13,11,7,0
54,3,397,1,19,4,4,3,3,3,4,2,2,10725,6729,2,1,3,1,16,4,9,7,1,0
36,3,913,2,9,2,4,2,2,2,5,2,1,8847,13934,2,2,3,1,13,3,3,2,2,0
27,3,1115,2,3,4,4,1,2,1,7,4,3,2045,15174,0,1,4,0,5,3,4,2,1,0
20,3,1362,2,10,1,4,4,3,1,7,3,3,1009,26999,1,2,4,0,1,3,1,0,1,1
33,2,1076,2,3,3,2,1,3,1,7,1,3,3348,3164,1,2,1,0,10,3,10,8,7,1
35,1,727,2,3,3,2,3,2,1,2,3,2,1281,16900,1,1,3,2,1,3,1,0,0,0
23,3,885,2,4,3,4,1,4,1,7,1,2,2819,8544,2,1,1,1,5,4,3,2,2,0
25,3,810,3,8,3,2,4,4,2,8,2,2,4851,15678,0,1,3,1,4,3,3,2,2,0
38,3,243,3,7,4,3,4,2,2,8,4,3,4028,7791,0,1,1,0,8,3,7,7,5,0
29,2,806,2,1,4,2,2,1,1,7,4,1,2720,18959,1,1,4,1,10,3,10,7,8,0
48,3,817,3,2,1,3,2,4,2,8,2,2,8120,18597,3,1,4,0,12,3,2,2,2,0
27,2,1410,3,3,1,4,4,4,2,8,4,1,4647,16673,1,2,2,2,6,3,6,5,4,0
